identifier,title,price,description,category,image_urls,variation_titles,name_variations,variations_price,id
d66e523dfbd12ac1dd4f459b3bc06982f75a38da969da08c04c5ce2590343e33,Tibetan Vertical Prayer Flags (for Bamboo),Lungda / Yellow / Satin -  610.75," Mantra can be selected from dropdown. Prices mentioned are for a single flag on a bamboo. Height ~
15 ft Images 2 and 3 are for illustration purposes.",Prayer Flags,"http://cdn.shopify.com/s/files/1/0481/5326/4285/products/Tibetan_Vertical_Prayer_Flags_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0012_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0004_1024x1024.jpg?v=1675496360",Material,Lungda  Yellow  Satin  ,610.75,37816755814557
d66e523dfbd12ac1dd4f459b3bc06982f75a38da969da08c04c5ce2590343e33,Tibetan Vertical Prayer Flags (for Bamboo),Lungda / White / Cotton -  225.75," Mantra can be selected from dropdown. Prices mentioned are for a single flag on a bamboo. Height ~
15 ft Images 2 and 3 are for illustration purposes.",Prayer Flags,"http://cdn.shopify.com/s/files/1/0481/5326/4285/products/Tibetan_Vertical_Prayer_Flags_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0012_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0004_1024x1024.jpg?v=1675496360",Material,Lungda  White  Cotton  ,225.75,37816755847325
d66e523dfbd12ac1dd4f459b3bc06982f75a38da969da08c04c5ce2590343e33,Tibetan Vertical Prayer Flags (for Bamboo),Lungda / White / Satin -  610.75," Mantra can be selected from dropdown. Prices mentioned are for a single flag on a bamboo. Height ~
15 ft Images 2 and 3 are for illustration purposes.",Prayer Flags,"http://cdn.shopify.com/s/files/1/0481/5326/4285/products/Tibetan_Vertical_Prayer_Flags_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0012_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0004_1024x1024.jpg?v=1675496360",Material,Lungda  White  Satin  ,610.75,37816755880093
d66e523dfbd12ac1dd4f459b3bc06982f75a38da969da08c04c5ce2590343e33,Tibetan Vertical Prayer Flags (for Bamboo),Doma / Red / Cotton -  225.75," Mantra can be selected from dropdown. Prices mentioned are for a single flag on a bamboo. Height ~
15 ft Images 2 and 3 are for illustration purposes.",Prayer Flags,"http://cdn.shopify.com/s/files/1/0481/5326/4285/products/Tibetan_Vertical_Prayer_Flags_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0012_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0004_1024x1024.jpg?v=1675496360",Material,Doma  Red  Cotton  ,225.75,37816755912861
d66e523dfbd12ac1dd4f459b3bc06982f75a38da969da08c04c5ce2590343e33,Tibetan Vertical Prayer Flags (for Bamboo),Doma / Red / Satin -  610.75," Mantra can be selected from dropdown. Prices mentioned are for a single flag on a bamboo. Height ~
15 ft Images 2 and 3 are for illustration purposes.",Prayer Flags,"http://cdn.shopify.com/s/files/1/0481/5326/4285/products/Tibetan_Vertical_Prayer_Flags_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0012_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0004_1024x1024.jpg?v=1675496360",Material,Doma  Red  Satin  ,610.75,37816755945629
d66e523dfbd12ac1dd4f459b3bc06982f75a38da969da08c04c5ce2590343e33,Tibetan Vertical Prayer Flags (for Bamboo),Doma / Green / Cotton -  225.75," Mantra can be selected from dropdown. Prices mentioned are for a single flag on a bamboo. Height ~
15 ft Images 2 and 3 are for illustration purposes.",Prayer Flags,"http://cdn.shopify.com/s/files/1/0481/5326/4285/products/Tibetan_Vertical_Prayer_Flags_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0012_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0004_1024x1024.jpg?v=1675496360",Material,Doma  Green  Cotton  ,225.75,37816755978397
d66e523dfbd12ac1dd4f459b3bc06982f75a38da969da08c04c5ce2590343e33,Tibetan Vertical Prayer Flags (for Bamboo),Doma / Green / Satin -  610.75," Mantra can be selected from dropdown. Prices mentioned are for a single flag on a bamboo. Height ~
15 ft Images 2 and 3 are for illustration purposes.",Prayer Flags,"http://cdn.shopify.com/s/files/1/0481/5326/4285/products/Tibetan_Vertical_Prayer_Flags_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0012_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0004_1024x1024.jpg?v=1675496360",Material,Doma  Green  Satin  ,610.75,37816756011165
d66e523dfbd12ac1dd4f459b3bc06982f75a38da969da08c04c5ce2590343e33,Tibetan Vertical Prayer Flags (for Bamboo),Doma / Blue / Cotton -  225.75," Mantra can be selected from dropdown. Prices mentioned are for a single flag on a bamboo. Height ~
15 ft Images 2 and 3 are for illustration purposes.",Prayer Flags,"http://cdn.shopify.com/s/files/1/0481/5326/4285/products/Tibetan_Vertical_Prayer_Flags_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0012_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0004_1024x1024.jpg?v=1675496360",Material,Doma  Blue  Cotton  ,225.75,37816756043933
d66e523dfbd12ac1dd4f459b3bc06982f75a38da969da08c04c5ce2590343e33,Tibetan Vertical Prayer Flags (for Bamboo),Doma / Blue / Satin -  610.75," Mantra can be selected from dropdown. Prices mentioned are for a single flag on a bamboo. Height ~
15 ft Images 2 and 3 are for illustration purposes.",Prayer Flags,"http://cdn.shopify.com/s/files/1/0481/5326/4285/products/Tibetan_Vertical_Prayer_Flags_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0012_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0004_1024x1024.jpg?v=1675496360",Material,Doma  Blue  Satin  ,610.75,37816756076701
d66e523dfbd12ac1dd4f459b3bc06982f75a38da969da08c04c5ce2590343e33,Tibetan Vertical Prayer Flags (for Bamboo),Doma / Yellow / Cotton -  225.75," Mantra can be selected from dropdown. Prices mentioned are for a single flag on a bamboo. Height ~
15 ft Images 2 and 3 are for illustration purposes.",Prayer Flags,"http://cdn.shopify.com/s/files/1/0481/5326/4285/products/Tibetan_Vertical_Prayer_Flags_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0012_1024x1024.jpg?v=1675496360, http://cdn.shopify.com/s/files/1/0481/5326/4285/products/IMG-20210207-WA0004_1024x1024.jpg?v=1675496360",Material,Doma  Yellow  Cotton  ,225.75,37816756109469
