Product ID,Brand,Category,Solid By,Product Detail,Title,Price,Sizes,Description,Photo URLs,URL_Product
81474693,Groovee,Pants,Sold by: ENNOBLE,Color: BLACK|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN FORMAL TROUSER SLIM FIT Viscose Fabric Black (Slim Fit),"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2e911cd316c54460b39a/img_0504-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2e911cd316c54460b3a9/img_0517-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-formal-trouser-slim-fit-viscose-fabric-black-slim-fit-
70575572,Groovee,Pants,Sold by: ENNOBLE,Color: GREY|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2ec531c5e8c4e16ca3f7/img_0302-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2ec531c5e8c4e16ca3f3/img_0299-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-40
47731659,Groovee,Pants,Sold by: ENNOBLE,Color: GREY|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2dda0e01ffd864dca1b5/img_0175-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2dda0e01ffd864dca1b6/img_0172-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-9
55912227,Groovee,Pants,Sold by: ENNOBLE,Color: BLUE|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN FORMAL TROUSER SLIM FIT Viscose Fabric  Blue - Mid Rise,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2e9e8a14cf792536cc04/img_0350-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2e9e8a14cf792536cc05/img_0368-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-formal-trouser-slim-fit-viscose-fabric-blue-mid-rise-1
62976306,Groovee,Pants,Sold by: ENNOBLE,Color: BLUE|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN FORMAL TROUSER SLIM FIT Viscose Fabric - Blue,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2eaafabaaa78b479efec/img_0192-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2eabfabaaa78b479effa/img_0198-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-formal-trouser-slim-fit-viscose-fabric-blue
47899779,Groovee,Pants,Sold by: ENNOBLE,Color: GREY|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2dbf36839e7924b6c0ad/img_0111-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2dbf36839e7924b6c0ac/img_0107-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-30
50227252,Groovee,Pants,Sold by: ENNOBLE,Color: BLUE|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,Ennoble Mens Slim fit Self texture Formal trouser - Blue,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2ec1cc8b354f60be83e5/img_0378-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2ec1cc8b354f60be83e4/img_0382-1800x1800.jpg",https://www.groovee.in/product/ennoble-mens-slim-fit-self-texture-formal-trouser-blue
84507416,Groovee,Pants,Sold by: ENNOBLE,Color: BIEGE|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN FORMAL TROUSER SLIM FIT Viscose Fabric Beige Color,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2eab8713e74ef73574d2/img_0020-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2eab8713e74ef73574ce/img_0024-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-formal-trouser-slim-fit-viscose-fabric-beige-color
75092134,Groovee,Pants,Sold by: ENNOBLE,Color: GREY|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2ddbb85405c54b236dcf/img_0156-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2ddab85405c54b236dce/img_0153-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-8
63820766,Groovee,Pants,Sold by: ENNOBLE,Color: GREY|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN FORMAL TROUSER SLIM FIT Viscose Fabric Grey Color (Mid Rise),"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2eb5b85405c54b2391ed/img_0170-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2eb4b85405c54b2391db/img_0166-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-formal-trouser-slim-fit-viscose-fabric-grey-color-mid-rise-
52119965,Groovee,Pants,Sold by: ENNOBLE,Color: GREY|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN FORMAL TROUSER SLIM FIT Viscose Fabric  - Grey,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2ea58a14cf792536ccb5/img_0604-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2ea68a14cf792536cccd/img_0617-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-formal-trouser-slim-fit-viscose-fabric-grey
73199191,Groovee,Pants,Sold by: ENNOBLE,Color: BLACK|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2dde8207f4d8c37ddca2/img_0096-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2dde8207f4d8c37ddca1/img_0103-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-5
19751713,Groovee,Pants,Sold by: ENNOBLE,Color: BLUE|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN FORMAL TROUSER SLIM FIT Viscose Fabric Blue (Ankle Length),"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2eb51cd316c54460b732/img_1652-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2eb51cd316c54460b733/img_1650-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-formal-trouser-slim-fit-viscose-fabric-blue-ankle-length-
32216731,Groovee,Pants,Sold by: ENNOBLE,Color: KHAKI|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2dc636839e7924b6c192/img_0464-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2dc736839e7924b6c1ad/img_0468-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-23
89123121,Groovee,Pants,Sold by: ENNOBLE,Color: KHAKI|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2ecc95bf8ec4daf4bd82/img_0208-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2ecc95bf8ec4daf4bd7a/img_0206-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-35
52687942,Groovee,Pants,Sold by: ENNOBLE,Color: BROWN|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2dbf31c5e8c4e16c8156/img_0093-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2dbf31c5e8c4e16c8150/img_0089-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-29
93408385,Groovee,Pants,Sold by: ENNOBLE,Color: BLACK|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2de38207f4d8c37dde70/img_0026-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2de38207f4d8c37dde07/img_0024-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-1
13474999,Groovee,Pants,Sold by: ENNOBLE,Color: GREY|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2dd6744be24f6744e862/img_0204-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2dd5744be24f6744e7e0/img_0200-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-10
56007236,Groovee,Pants,Sold by: ENNOBLE,Color: BROWN|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2dde9a92d978bb6aafa0/img_0086-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2dde9a92d978bb6aaf8c/img_0083-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-4
34127198,Groovee,Pants,Sold by: ENNOBLE,Color: GREY|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN FORMAL TROUSER SLIM FIT Viscose Fabric  - Grey (Slim Fit),"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2ea28713e74ef7357305/img_0087-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2ea18713e74ef73572f8/img_0084-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-formal-trouser-slim-fit-viscose-fabric-grey-slim-fit-
66077314,Groovee,Pants,Sold by: ENNOBLE,Color: GREEN|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2dbfcc8b354f60be4e7e/img_0063-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2dbfcc8b354f60be4e7d/img_0073-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-28
42797461,Groovee,Pants,Sold by: ENNOBLE,Color: BLUE|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN FORMAL TROUSER SLIM FIT Viscose Fabric Blue (Slim fit),"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2eab744be24f67450f79/img_0383-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2eab744be24f67450f53/img_0375-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-formal-trouser-slim-fit-viscose-fabric-blue-slim-fit-
63989120,Groovee,Pants,Sold by: ENNOBLE,Color: MAROON|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2dd636839e7924b6c37b/img_0237-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2dd636839e7924b6c37a/img_0247-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-12
75017177,Groovee,Pants,Sold by: ENNOBLE,Color: BLUE|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN BLUE FORMAL TROUSER SLIM FIT Viscose Fabric  (Mid Rise & Ankle Length),"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2e929a92d978bb6aca1d/img_0548-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2e919a92d978bb6ac9f9/img_0542-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-blue-formal-trouser-slim-fit-viscose-fabric-mid-rise-and-ankle-length-
61342464,Groovee,Pants,Sold by: ENNOBLE,Color: GREY|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN FORMAL TROUSER SLIM FIT Viscose Fabric Grey Color (Slim Fit),"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2ea58207f4d8c37e0bb7/img_0108-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2ea58207f4d8c37e0bc0/img_0118-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-formal-trouser-slim-fit-viscose-fabric-grey-color-slim-fit-
38240149,Groovee,Pants,Sold by: ENNOBLE,Color: BLUE|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,ENNOBLE MEN FORMAL TROUSER SLIM FIT Viscose Fabric Blue (Slim fit and Ankle Length),"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2eb00e01ffd864dcc7f3/img_0248-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2eb00e01ffd864dcc7f2/img_0259-1800x1800.jpg",https://www.groovee.in/product/ennoble-men-formal-trouser-slim-fit-viscose-fabric-blue-slim-fit-and-ankle-length-
17491411,Groovee,Pants,Sold by: ENNOBLE,Color: BLUE|Washcare: MACHINE WASH|Fabric: VISCOSE|Occasion: CASUAL WEAR,Ennoble Mens Slim fit Self texture Formal trouser - Blue (Mid Rise),"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2ec18713e74ef73578ad/img_0394-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2ec18713e74ef73578ac/img_0399-1800x1800.jpg",https://www.groovee.in/product/ennoble-mens-slim-fit-self-texture-formal-trouser-blue-mid-rise-
17950738,Groovee,Pants,Sold by: ENNOBLE,Color: NAVY|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2dce36839e7924b6c299/img_0349-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2dce36839e7924b6c2bc/img_0347-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-17
92222777,Groovee,Pants,Sold by: ENNOBLE,Color: NAVY|Washcare: MACHINE WASH|Fabric: PURE COTTON|Occasion: CASUAL WEAR,Ennoble Smart Fit Black Casual Cotton Chinos,"2,999",30|32|34|36|38,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be2dcb0e01ffd864dc9d42/img_0391-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be2dca0e01ffd864dc9d37/img_0382-1800x1800.jpg",https://www.groovee.in/product/ennoble-smart-fit-black-casual-cotton-chinos-19
